건물번호,일시,기온,강수량,풍속,습도,일조,일사,건물유형,전력소비량
51,20220729 10,29.3,,3.9,76.0,1.0,2.43,병원,3680.64
51,20220729 11,31.6,,3.6,66.0,1.0,2.94,병원,3678.84
51,20220729 12,32.5,,3.7,62.0,1.0,3.23,병원,3639.24
51,20220729 13,33.2,,4.2,60.0,0.8,2.95,병원,3722.04
51,20220729 14,33.5,,4.2,59.0,1.0,3.29,병원,3769.92
51,20220729 15,33.8,,4.1,55.0,0.9,2.46,병원,3752.28
51,20220729 16,32.8,,4.2,60.0,0.9,2.23,병원,3617.64
51,20220729 17,32.7,,4.7,60.0,1.0,1.68,병원,3193.92
51,20220729 18,31.5,,5.0,66.0,1.0,1.14,병원,2806.92
51,20220729 19,30.4,,3.7,70.0,0.7,0.42,병원,2682.0
51,20220729 20,29.0,,4.1,76.0,0.0,0.03,병원,2628.0
51,20220729 21,28.2,,4.0,79.0,,,병원,2519.64
51,20220729 22,27.9,,2.5,80.0,,,병원,2466.72
51,20220729 23,27.0,,2.7,84.0,,,병원,2399.04
51,20220730 00,26.6,,3.0,86.0,,,병원,2199.78
51,20220730 01,26.7,,2.4,85.0,,,병원,2166.3
51,20220730 02,26.3,,3.1,88.0,,,병원,2154.78
51,20220730 03,26.4,,4.0,87.0,,,병원,2182.32
51,20220730 04,26.1,,3.8,88.0,,,병원,1969.2
51,20220730 05,26.0,,3.5,89.0,,,병원,1992.6
51,20220730 06,26.4,,3.8,88.0,0.0,0.0,병원,2063.16
51,20220730 07,26.7,,4.1,87.0,0.0,0.21,병원,2153.7
51,20220730 08,27.2,,4.3,86.0,0.4,0.83,병원,2280.78
51,20220730 09,28.0,,4.6,83.0,0.4,1.42,병원,2379.78
51,20220730 10,29.6,,4.8,76.0,0.9,2.52,병원,2459.34
51,20220730 11,28.9,,3.6,78.0,0.0,1.21,병원,2421.36
51,20220730 12,29.0,0.0,4.3,81.0,0.0,0.94,병원,2410.74
51,20220730 13,29.8,0.0,3.6,74.0,0.0,1.16,병원,2404.62
51,20220730 14,29.6,,4.4,76.0,0.0,1.41,병원,2403.54
51,20220730 15,29.8,,4.2,76.0,0.0,1.27,병원,2437.56
51,20220730 16,30.1,,3.6,73.0,0.0,1.3,병원,2408.22
51,20220730 17,29.7,,4.3,75.0,0.1,1.02,병원,2329.02
51,20220730 18,28.6,,5.3,82.0,0.0,0.43,병원,2321.46
51,20220730 19,28.1,,4.7,84.0,0.0,0.27,병원,2237.76
51,20220730 20,27.5,,5.3,86.0,0.0,0.03,병원,2194.38
51,20220730 21,27.2,,3.2,86.0,,,병원,2357.28
51,20220730 22,27.3,,2.2,85.0,,,병원,2323.44
51,20220730 23,27.3,,2.6,87.0,,,병원,2225.34
51,20220731 00,27.2,,3.9,88.0,,,병원,2288.52
51,20220731 01,26.7,,2.6,91.0,,,병원,2242.8
51,20220731 02,26.9,,3.0,91.0,,,병원,2234.16
51,20220731 03,26.7,0.0,2.5,98.0,,,병원,2239.92
51,20220731 04,25.4,1.4,2.0,100.0,,,병원,2076.48
51,20220731 05,25.5,,2.7,99.0,,,병원,2075.04
51,20220731 06,25.4,0.0,2.9,99.0,0.0,0.01,병원,2146.32
51,20220731 07,25.9,,2.8,98.0,0.0,0.26,병원,2236.68
51,20220731 08,26.5,,3.0,97.0,0.0,0.62,병원,2374.92
51,20220731 09,26.9,,3.4,96.0,0.0,0.83,병원,2474.64
51,20220731 10,28.3,,4.0,88.0,0.1,1.54,병원,2543.76
51,20220731 11,29.2,,3.2,82.0,0.1,1.68,병원,2511.72
51,20220731 12,26.3,0.2,4.1,100.0,0.0,0.45,병원,2427.12
51,20220731 13,26.7,1.1,1.3,97.0,0.0,0.4,병원,2428.56
51,20220731 14,27.5,0.0,2.0,90.0,0.0,0.55,병원,2434.68
51,20220731 15,28.2,0.0,2.6,85.0,0.0,0.61,병원,2448.72
51,20220731 16,28.8,0.0,2.1,83.0,0.0,0.62,병원,2434.68
51,20220731 17,29.1,,1.7,79.0,0.0,0.41,병원,2340.0
51,20220731 18,28.8,,1.8,83.0,0.0,0.23,병원,2347.56
51,20220731 19,28.7,,1.6,80.0,0.0,0.13,병원,2300.76
51,20220731 20,27.5,0.0,1.2,87.0,0.0,0.0,병원,2210.76
51,20220731 21,27.7,0.0,1.5,84.0,,,병원,2389.68
51,20220731 22,28.0,,1.7,83.0,,,병원,2370.6
51,20220731 23,26.7,0.0,2.1,93.0,,,병원,2260.08
51,20220801 00,27.1,0.0,2.9,91.0,,,병원,2199.96
51,20220801 01,26.8,0.0,2.1,94.0,,,병원,2175.84
51,20220801 02,28.5,0.0,2.5,82.0,,,병원,2171.52
51,20220801 03,29.1,,2.2,77.0,,,병원,2122.56
51,20220801 04,29.6,,2.5,74.0,,,병원,2091.24
51,20220801 05,29.3,,1.7,76.0,,,병원,2335.32
51,20220801 06,28.7,,1.9,80.0,0.0,0.0,병원,2777.76
51,20220801 07,29.0,,1.8,77.0,0.0,0.13,병원,2994.48
51,20220801 08,29.5,,0.6,76.0,0.0,0.36,병원,3408.48
51,20220801 09,29.9,,1.4,72.0,0.0,0.42,병원,3591.0
51,20220801 10,29.9,,2.3,72.0,0.0,0.79,병원,3807.72
51,20220801 11,30.5,,2.8,72.0,0.0,1.53,병원,3803.04
51,20220801 12,30.4,,1.8,70.0,0.0,0.6,병원,3637.8
51,20220801 13,30.3,,2.0,72.0,0.0,0.71,병원,3653.28
51,20220801 14,31.1,,2.1,68.0,0.0,0.74,병원,3662.64
51,20220801 15,30.5,0.0,2.9,71.0,0.1,0.87,병원,3671.28
51,20220801 16,28.8,0.0,1.6,83.0,0.0,0.37,병원,3573.72
51,20220801 17,29.3,0.0,2.8,80.0,0.0,0.29,병원,2933.64
51,20220801 18,29.8,0.0,4.3,78.0,0.0,0.23,병원,2649.6
51,20220801 19,29.7,,1.6,77.0,0.0,0.12,병원,2516.4
51,20220801 20,29.4,,2.1,78.0,0.0,0.0,병원,2418.84
51,20220801 21,29.2,,0.9,78.0,,,병원,2461.68
51,20220801 22,28.8,,2.4,81.0,,,병원,2439.0
51,20220801 23,28.2,,2.6,83.0,,,병원,2328.12
51,20220802 00,27.7,0.0,2.8,87.0,,,병원,2207.16
51,20220802 01,27.6,0.0,1.4,91.0,,,병원,2116.44
51,20220802 02,26.5,0.3,1.5,97.0,,,병원,2097.36
51,20220802 03,26.5,,0.3,98.0,,,병원,2071.08
51,20220802 04,26.3,0.1,0.3,99.0,,,병원,2087.28
51,20220802 05,25.7,0.6,1.9,100.0,,,병원,2257.56
51,20220802 06,26.1,,1.0,99.0,0.0,0.0,병원,2805.12
51,20220802 07,26.3,,0.6,99.0,0.0,0.11,병원,2982.6
51,20220802 08,27.5,,0.9,94.0,0.1,0.45,병원,3350.16
51,20220802 09,26.8,0.6,0.1,100.0,0.0,0.24,병원,3641.04
51,20220802 10,26.7,1.2,0.8,100.0,0.0,0.24,병원,3740.4
51,20220802 11,27.2,0.7,0.8,98.0,0.0,0.58,병원,3871.8
51,20220802 12,27.4,0.9,0.6,99.0,0.0,0.48,병원,3776.4
51,20220802 13,28.1,0.2,1.2,91.0,0.0,0.85,병원,3789.0
51,20220802 14,28.8,0.1,1.3,88.0,0.0,0.83,병원,3675.24
51,20220802 15,29.5,0.0,1.0,85.0,0.0,1.06,병원,3726.72
51,20220802 16,31.0,,0.9,79.0,0.7,2.24,병원,3704.4
51,20220802 17,31.4,,2.3,73.0,0.3,1.04,병원,3244.68
51,20220802 18,30.7,,1.3,77.0,0.2,0.51,병원,2851.56
51,20220802 19,30.0,,2.2,80.0,0.2,0.39,병원,2750.04
51,20220802 20,28.9,,1.8,85.0,0.0,0.06,병원,2539.08
51,20220802 21,28.3,,0.5,86.0,,,병원,2526.84
51,20220802 22,28.4,,0.8,84.0,,,병원,2439.0
51,20220802 23,28.4,,0.4,84.0,,,병원,2327.04
51,20220803 00,27.5,,1.0,90.0,,,병원,2325.96
51,20220803 01,27.3,,0.3,91.0,,,병원,2275.92
51,20220803 02,27.1,,0.9,93.0,,,병원,2204.64
51,20220803 03,27.1,,0.6,92.0,,,병원,2263.68
51,20220803 04,27.1,,1.0,91.0,,,병원,2236.32
51,20220803 05,26.9,,1.1,92.0,,,병원,2418.48
51,20220803 06,26.3,,0.4,96.0,0.0,0.02,병원,2753.28
51,20220803 07,27.4,,1.6,90.0,0.8,0.44,병원,3012.12
51,20220803 08,28.3,,2.5,86.0,1.0,1.1,병원,3529.08
51,20220803 09,29.8,,2.8,78.0,0.9,1.66,병원,3671.64
51,20220803 10,31.1,,2.9,73.0,0.2,1.35,병원,3890.16
51,20220803 11,32.6,,3.5,67.0,0.8,2.1,병원,4007.52
51,20220803 12,34.3,,3.6,63.0,1.0,3.01,병원,3903.12
51,20220803 13,35.1,,3.8,58.0,1.0,3.35,병원,3972.96
51,20220803 14,35.0,,4.2,53.0,1.0,3.08,병원,3933.36
51,20220803 15,37.1,,3.6,51.0,0.9,2.68,병원,3838.68
51,20220803 16,36.0,,2.3,53.0,0.6,1.7,병원,3713.76
51,20220803 17,35.6,,1.9,56.0,0.2,0.73,병원,3260.16
51,20220803 18,33.8,,3.4,64.0,0.3,0.75,병원,2910.6
51,20220803 19,28.7,0.4,5.6,98.0,0.0,0.24,병원,2755.8
51,20220803 20,28.2,0.1,2.2,93.0,0.0,0.03,병원,2573.28
51,20220803 21,28.4,,0.3,91.0,,,병원,2604.96
51,20220803 22,28.2,,1.4,93.0,,,병원,2541.6
51,20220803 23,27.8,,1.5,95.0,,,병원,2475.72
51,20220804 00,27.7,,1.4,95.0,,,병원,2438.28
51,20220804 01,27.6,,1.8,96.0,,,병원,2377.8
51,20220804 02,27.9,,1.5,94.0,,,병원,2351.88
51,20220804 03,27.6,,2.0,96.0,,,병원,2363.04
51,20220804 04,27.9,,2.3,93.0,,,병원,2213.28
51,20220804 05,27.6,,1.6,92.0,,,병원,2268.0
51,20220804 06,27.4,,2.3,94.0,0.0,0.02,병원,2707.56
51,20220804 07,28.5,,2.1,89.0,0.1,0.29,병원,3007.44
51,20220804 08,29.1,,3.0,82.0,0.5,0.9,병원,3429.0
51,20220804 09,30.6,,3.0,75.0,1.0,1.83,병원,3559.68
51,20220804 10,30.2,0.0,2.9,76.0,0.2,1.28,병원,3793.68
51,20220804 11,30.8,,2.8,72.0,0.1,1.36,병원,3829.32
51,20220804 12,30.7,,3.6,72.0,0.0,1.43,병원,3750.84
51,20220804 13,32.3,,3.9,66.0,0.3,1.98,병원,3819.6
51,20220804 14,34.5,,2.5,60.0,1.0,3.19,병원,3861.36
51,20220804 15,33.5,,2.4,62.0,0.7,2.11,병원,3845.52
51,20220804 16,34.7,,3.0,59.0,1.0,2.34,병원,3811.32
51,20220804 17,34.2,,3.5,59.0,0.8,1.47,병원,3370.68
51,20220804 18,34.6,,3.6,58.0,0.9,1.08,병원,2992.32
51,20220804 19,33.1,,2.7,61.0,0.5,0.42,병원,2765.16
51,20220804 20,32.0,,1.7,67.0,0.0,0.03,병원,2632.32
51,20220804 21,31.5,,1.1,69.0,,,병원,2653.92
51,20220804 22,31.4,,2.1,70.0,,,병원,2597.4
51,20220804 23,30.1,,1.0,77.0,,,병원,2523.96
51,20220805 00,29.3,,1.5,81.0,,,병원,2351.52
51,20220805 01,29.2,,2.6,83.0,,,병원,2287.08
51,20220805 02,28.0,,0.9,88.0,,,병원,2266.2
51,20220805 03,27.7,,0.9,89.0,,,병원,2309.76
51,20220805 04,27.2,,0.8,90.0,,,병원,2309.4
51,20220805 05,27.7,,1.7,91.0,,,병원,2523.24
51,20220805 06,26.7,,0.5,95.0,0.0,0.02,병원,3035.16
51,20220805 07,28.7,,2.4,85.0,1.0,0.42,병원,3279.24
51,20220805 08,30.2,,0.9,80.0,1.0,1.08,병원,3720.24
51,20220805 09,31.0,,3.0,72.0,1.0,1.77,병원,3852.36
51,20220805 10,32.0,,2.2,68.0,0.7,1.95,병원,3864.6
51,20220805 11,31.1,,2.7,70.0,0.2,1.68,병원,3924.0
51,20220805 12,32.3,,2.3,64.0,0.1,1.65,병원,3783.24
51,20220805 13,32.3,,1.9,66.0,0.3,1.65,병원,3867.12
51,20220805 14,32.9,,3.1,63.0,0.8,3.08,병원,3868.92
51,20220805 15,34.5,,3.4,58.0,0.6,2.14,병원,3898.08
51,20220805 16,34.2,,1.9,60.0,0.7,1.87,병원,3796.92
51,20220805 17,34.0,,1.8,62.0,0.1,0.73,병원,3367.08
51,20220805 18,33.8,,2.3,63.0,0.6,0.88,병원,3009.24
51,20220805 19,33.8,,2.9,62.0,0.5,0.39,병원,2831.4
51,20220805 20,32.6,,3.4,70.0,0.0,0.03,병원,2678.76
51,20220805 21,32.1,,3.1,73.0,,,병원,2694.96
51,20220805 22,29.6,,0.9,72.0,,,병원,2568.96
51,20220805 23,28.7,,0.9,78.0,,,병원,2488.68
51,20220806 00,28.0,,1.4,86.0,,,병원,2340.72
51,20220806 01,28.2,,1.4,90.0,,,병원,2292.48
51,20220806 02,28.6,,1.3,90.0,,,병원,2273.76
51,20220806 03,27.9,,0.7,91.0,,,병원,2290.68
51,20220806 04,27.2,,0.8,92.0,,,병원,2353.68
51,20220806 05,26.9,,1.1,94.0,,,병원,2366.28
51,20220806 06,26.7,,0.9,95.0,0.0,0.01,병원,2500.56
51,20220806 07,27.5,,1.0,92.0,0.2,0.29,병원,2604.6
51,20220806 08,30.1,,1.1,84.0,1.0,0.94,병원,2737.08
51,20220806 09,30.3,,1.7,75.0,0.9,1.5,병원,2889.72
51,20220806 10,32.0,,2.5,69.0,0.8,1.84,병원,3063.6
51,20220806 11,32.7,,2.5,66.0,0.8,2.44,병원,3082.68
51,20220806 12,33.8,,2.8,62.0,0.9,2.69,병원,2979.72
51,20220806 13,34.9,,3.3,59.0,1.0,3.23,병원,3007.8
51,20220806 14,34.3,,3.5,59.0,1.0,3.04,병원,2986.56
51,20220806 15,35.2,,2.3,58.0,1.0,2.64,병원,2956.32
51,20220806 16,35.7,,2.7,54.0,1.0,1.9,병원,2936.16
51,20220806 17,35.7,,2.7,54.0,1.0,1.9,병원,2890.8
51,20220806 18,35.6,,2.4,56.0,,,병원,2805.48
51,20220806 19,34.7,,1.8,57.0,0.8,0.42,병원,2695.32
51,20220806 20,33.7,,1.1,62.0,0.0,0.02,병원,2593.44
51,20220806 21,32.6,,1.5,65.0,,,병원,2604.96
51,20220806 22,32.0,,0.7,68.0,,,병원,2604.6
51,20220806 23,31.4,,0.8,70.0,,,병원,2442.24
51,20220807 00,30.8,,0.9,74.0,,,병원,2357.64
51,20220807 01,30.1,,2.0,81.0,,,병원,2331.0
51,20220807 02,29.7,,1.3,84.0,,,병원,2316.96
51,20220807 03,29.1,,1.2,87.0,,,병원,2349.36
51,20220807 04,28.5,,0.4,90.0,,,병원,2356.2
51,20220807 05,28.2,,0.8,89.0,,,병원,2316.96
51,20220807 06,28.0,,1.1,91.0,0.0,0.01,병원,2468.16
51,20220807 07,29.0,,0.9,88.0,0.0,0.22,병원,2540.88
51,20220807 08,29.9,,1.4,85.0,0.3,0.71,병원,2659.68
51,20220807 09,31.1,,1.3,79.0,1.0,1.56,병원,2793.24
51,20220807 10,31.9,,2.0,74.0,0.8,1.98,병원,2908.08
51,20220807 11,34.8,,2.8,61.0,0.9,2.63,병원,2955.96
51,20220807 12,34.3,,1.6,62.0,0.6,1.99,병원,2932.92
51,20220807 13,35.6,,2.7,55.0,0.6,2.08,병원,3034.08
51,20220807 14,36.8,,3.7,49.0,0.9,2.93,병원,3032.64
51,20220807 15,35.6,,5.0,53.0,0.4,1.38,병원,2961.72
51,20220807 16,35.8,,3.2,57.0,0.2,0.87,병원,2903.04
51,20220807 17,34.9,,2.9,59.0,0.4,1.17,병원,2838.6
51,20220807 18,34.3,,2.0,61.0,0.0,0.5,병원,2802.6
51,20220807 19,32.1,,3.7,62.0,0.0,0.25,병원,2613.96
51,20220807 20,30.8,,1.2,63.0,0.0,0.01,병원,2510.64
51,20220807 21,30.2,,1.0,65.0,,,병원,2524.68
51,20220807 22,29.4,,1.5,71.0,,,병원,2470.32
51,20220807 23,29.2,,1.1,74.0,,,병원,2381.04
51,20220808 00,29.0,,1.3,77.0,,,병원,2340.0
51,20220808 01,28.5,,0.5,82.0,,,병원,2292.12
51,20220808 02,28.1,,0.6,85.0,,,병원,2251.08
51,20220808 03,27.6,,0.7,86.0,,,병원,2275.2
51,20220808 04,27.6,,0.5,86.0,,,병원,2358.0
51,20220808 05,27.8,,0.6,83.0,,,병원,2467.44
51,20220808 06,27.4,,0.9,84.0,0.0,0.01,병원,2919.6
51,20220808 07,29.4,,1.2,72.0,0.0,0.32,병원,3295.44
51,20220808 08,30.4,,3.8,66.0,0.0,0.58,병원,3700.44
51,20220808 09,30.9,,2.4,64.0,0.0,0.82,병원,3880.8
51,20220808 10,31.5,,1.5,62.0,0.0,1.09,병원,3912.84
51,20220808 11,31.4,,3.4,64.0,0.0,1.23,병원,3962.88
51,20220808 12,32.2,,3.9,62.0,0.0,1.61,병원,3852.36
51,20220808 13,33.6,,2.2,57.0,0.5,2.23,병원,3889.08
51,20220808 14,34.0,,4.6,54.0,0.8,2.29,병원,3913.56
51,20220808 15,34.2,,4.6,53.0,0.2,1.82,병원,3904.56
51,20220808 16,33.7,,4.4,55.0,0.0,1.24,병원,3786.84
51,20220808 17,33.1,,2.8,59.0,0.0,0.85,병원,3450.6
51,20220808 18,32.4,,2.2,63.0,0.0,0.57,병원,3096.72
51,20220808 19,31.4,,1.9,67.0,0.0,0.25,병원,2924.28
51,20220808 20,30.8,,2.1,69.0,0.0,0.01,병원,2649.96
51,20220808 21,30.4,,1.8,71.0,,,병원,2722.68
51,20220808 22,29.8,,1.0,73.0,,,병원,2507.76
51,20220808 23,29.1,,1.2,76.0,,,병원,2428.92
51,20220809 00,28.8,,0.8,75.0,,,병원,2382.48
51,20220809 01,28.9,,0.5,72.0,,,병원,2318.4
51,20220809 02,28.2,,0.8,76.0,,,병원,2196.72
51,20220809 03,27.7,,1.2,78.0,,,병원,2221.2
51,20220809 04,27.4,,0.6,79.0,,,병원,2333.52
51,20220809 05,27.4,,1.1,78.0,,,병원,2494.44
51,20220809 06,27.4,,0.8,78.0,0.0,0.0,병원,2900.16
51,20220809 07,27.4,,1.1,80.0,0.0,0.11,병원,3128.04
51,20220809 08,27.7,,0.9,78.0,0.0,0.19,병원,3589.56
51,20220809 09,28.6,,1.5,73.0,0.0,0.37,병원,3699.0
51,20220809 10,30.0,0.0,1.1,66.0,0.0,0.52,병원,3756.24
51,20220809 11,31.0,0.0,2.5,62.0,0.0,1.08,병원,3818.52
51,20220809 12,31.5,,1.7,60.0,0.0,1.37,병원,3692.16
51,20220809 13,32.2,,2.4,58.0,0.0,1.32,병원,3751.2
51,20220809 14,32.1,,3.2,58.0,0.0,1.14,병원,3784.32
51,20220809 15,32.2,,2.3,60.0,0.0,0.92,병원,3804.12
51,20220809 16,32.1,,2.5,62.0,0.0,0.98,병원,3734.64
51,20220809 17,32.2,,2.4,63.0,0.0,0.91,병원,3362.76
51,20220809 18,31.9,,2.3,65.0,0.0,0.62,병원,2973.6
51,20220809 19,31.1,,2.4,68.0,0.0,0.21,병원,2768.04
51,20220809 20,30.5,,2.3,70.0,0.0,0.0,병원,2640.6
51,20220809 21,30.0,,2.1,72.0,,,병원,2615.04
51,20220809 22,29.5,,1.5,73.0,,,병원,2532.24
51,20220809 23,29.0,,1.5,74.0,,,병원,2463.48
51,20220810 00,29.2,,1.4,72.0,,,병원,2308.68
51,20220810 01,29.1,,1.9,71.0,,,병원,2250.72
51,20220810 02,29.0,,2.0,71.0,,,병원,2233.8
51,20220810 03,29.0,,0.6,70.0,,,병원,2265.48
51,20220810 04,28.8,,2.2,71.0,,,병원,2288.52
51,20220810 05,28.0,,1.4,75.0,,,병원,2503.8
51,20220810 06,27.7,,1.2,76.0,0.0,0.0,병원,2954.52
51,20220810 07,27.8,0.0,1.0,77.0,0.0,0.07,병원,3198.96
51,20220810 08,26.8,0.1,1.1,86.0,0.0,0.17,병원,3614.04
51,20220810 09,27.7,0.1,0.6,83.0,0.0,0.49,병원,3708.0
51,20220810 10,28.5,0.0,0.8,79.0,0.0,0.53,병원,3770.28
51,20220810 11,29.2,0.0,0.5,74.0,0.0,0.59,병원,3784.32
51,20220810 12,29.4,0.0,2.9,72.0,0.0,0.63,병원,3667.32
51,20220810 13,30.9,0.0,1.9,64.0,0.0,1.02,병원,3710.52
51,20220810 14,29.4,0.0,1.4,73.0,0.0,0.71,병원,3693.24
51,20220810 15,28.7,0.0,1.0,80.0,0.0,0.45,병원,3650.76
51,20220810 16,28.9,0.0,1.5,79.0,0.0,0.52,병원,3698.64
51,20220810 17,28.8,0.0,1.0,80.0,0.0,0.32,병원,3253.68
51,20220810 18,28.8,,0.8,81.0,0.0,0.23,병원,2880.0
51,20220810 19,28.8,,1.5,81.0,0.0,0.14,병원,2809.8
51,20220810 20,28.9,,1.0,79.0,0.0,0.0,병원,2757.24
51,20220810 21,28.0,,1.5,86.0,,,병원,2664.0
51,20220810 22,28.0,,0.7,85.0,,,병원,2573.64
51,20220810 23,27.4,0.1,1.5,90.0,,,병원,2430.0
51,20220811 00,26.6,0.0,0.6,93.0,,,병원,2319.12
51,20220811 01,26.2,0.0,0.7,91.0,,,병원,2300.4
51,20220811 02,25.9,,1.3,92.0,,,병원,2228.76
51,20220811 03,25.6,,0.1,93.0,,,병원,2233.8
51,20220811 04,25.6,,0.8,91.0,,,병원,2219.04
51,20220811 05,25.6,,0.6,91.0,,,병원,2368.44
51,20220811 06,25.4,,0.4,91.0,0.0,0.01,병원,2776.32
51,20220811 07,26.1,,0.3,88.0,0.0,0.14,병원,2961.36
51,20220811 08,26.6,,0.7,86.0,0.0,0.27,병원,3406.32
51,20220811 09,28.5,,0.8,78.0,0.0,0.74,병원,3534.48
51,20220811 10,29.5,0.0,1.5,73.0,0.0,0.54,병원,3679.2
51,20220811 11,27.0,0.7,0.6,92.0,0.0,0.26,병원,3676.68
51,20220811 12,26.5,1.3,1.4,91.0,0.0,0.3,병원,3546.0
51,20220811 13,27.0,0.7,1.4,89.0,0.0,0.54,병원,3617.64
51,20220811 14,27.7,0.0,2.9,82.0,0.0,0.82,병원,3623.76
51,20220811 15,28.2,0.0,2.5,84.0,0.0,1.05,병원,3589.2
51,20220811 16,27.1,0.3,2.1,90.0,0.0,0.53,병원,3490.56
51,20220811 17,26.4,1.1,1.0,93.0,0.0,0.3,병원,3112.2
51,20220811 18,26.4,0.0,0.9,95.0,0.0,0.25,병원,2800.8
51,20220811 19,26.2,,0.8,95.0,0.0,0.15,병원,2652.12
51,20220811 20,25.9,,0.6,97.0,0.0,0.01,병원,2524.32
51,20220811 21,25.9,,0.8,97.0,,,병원,2492.28
51,20220811 22,26.0,,0.3,96.0,,,병원,2412.72
51,20220811 23,26.0,,0.1,96.0,,,병원,2382.48
51,20220812 00,25.8,,0.6,98.0,,,병원,2316.24
51,20220812 01,25.5,,0.4,99.0,,,병원,2279.16
51,20220812 02,25.5,,0.3,99.0,,,병원,2267.64
51,20220812 03,25.6,0.0,0.0,99.0,,,병원,2275.2
51,20220812 04,25.6,0.1,0.5,99.0,,,병원,2265.48
51,20220812 05,25.5,2.3,1.4,100.0,,,병원,2368.08
51,20220812 06,25.7,0.8,1.2,100.0,0.0,0.01,병원,2820.96
51,20220812 07,26.4,,0.3,100.0,0.0,0.17,병원,2972.88
51,20220812 08,27.6,,0.9,94.0,0.3,0.65,병원,3432.24
51,20220812 09,28.1,,1.5,88.0,0.1,0.85,병원,3711.96
51,20220812 10,30.1,,2.0,78.0,0.5,1.67,병원,3777.48
51,20220812 11,31.3,,2.5,70.0,0.9,2.67,병원,3817.44
51,20220812 12,33.3,,2.4,64.0,0.9,3.18,병원,3746.88
51,20220812 13,33.6,,1.6,59.0,0.9,2.92,병원,3795.12
51,20220812 14,33.8,,2.6,57.0,1.0,3.19,병원,3824.28
51,20220812 15,35.6,,2.4,49.0,1.0,2.81,병원,3844.8
51,20220812 16,34.8,,1.7,49.0,1.0,2.36,병원,3714.48
51,20220812 17,34.1,,2.1,51.0,1.0,1.35,병원,3214.8
51,20220812 18,33.5,,1.8,53.0,0.7,0.69,병원,2851.2
51,20220812 19,32.5,,2.2,57.0,1.0,0.43,병원,2733.48
51,20220812 20,31.2,,0.8,63.0,0.0,0.01,병원,2540.16
51,20220812 21,29.0,,2.9,78.0,,,병원,2534.4
51,20220812 22,28.1,,1.7,82.0,,,병원,2474.64
51,20220812 23,27.4,,1.8,86.0,,,병원,2375.64
51,20220813 00,27.1,,1.9,86.0,,,병원,2309.04
51,20220813 01,26.7,,2.2,88.0,,,병원,2190.24
51,20220813 02,26.0,,1.6,92.0,,,병원,2207.52
51,20220813 03,25.7,,1.3,92.0,,,병원,2169.0
51,20220813 04,25.0,,1.3,95.0,,,병원,2318.04
51,20220813 05,24.7,,0.8,97.0,,,병원,2319.84
51,20220813 06,24.7,,0.8,97.0,0.0,0.02,병원,2374.2
51,20220813 07,25.6,,1.8,92.0,0.2,0.43,병원,2449.08
51,20220813 08,26.6,,1.4,87.0,0.3,0.71,병원,2570.4
51,20220813 09,27.6,,0.5,83.0,0.1,0.95,병원,2802.96
51,20220813 10,29.7,,1.4,77.0,0.2,1.44,병원,2835.72
51,20220813 11,30.2,,2.5,74.0,0.3,1.85,병원,2897.64
51,20220813 12,31.3,,2.4,72.0,0.7,2.23,병원,2877.84
51,20220813 13,32.9,,1.6,65.0,1.0,2.91,병원,2867.76
51,20220813 14,32.6,,2.2,65.0,0.1,1.52,병원,2781.0
51,20220813 15,25.4,5.3,3.5,96.0,0.0,0.29,병원,2716.2
51,20220813 16,26.3,0.1,1.5,93.0,0.1,0.68,병원,2711.52
51,20220813 17,25.7,,2.5,95.0,0.0,0.58,병원,2599.92
51,20220813 18,25.5,0.1,1.1,99.0,0.0,0.22,병원,2552.04
51,20220813 19,25.5,1.1,1.7,99.0,0.0,0.13,병원,2453.76
51,20220813 20,25.1,0.0,1.2,100.0,0.0,0.0,병원,2361.96
51,20220813 21,25.5,0.0,0.3,100.0,,,병원,2381.04
51,20220813 22,25.7,,0.1,98.0,,,병원,2320.2
51,20220813 23,25.4,,0.7,99.0,,,병원,2211.12
51,20220814 00,25.5,,0.2,100.0,,,병원,2167.92
51,20220814 01,25.3,,0.3,100.0,,,병원,2138.04
51,20220814 02,25.4,,0.8,99.0,,,병원,2142.0
51,20220814 03,25.4,0.0,0.1,100.0,,,병원,2203.56
51,20220814 04,25.4,,0.8,100.0,,,병원,2141.28
51,20220814 05,25.5,,0.5,100.0,,,병원,2097.36
51,20220814 06,25.5,,0.6,100.0,0.0,0.02,병원,2185.56
51,20220814 07,26.4,,0.5,98.0,0.0,0.22,병원,2288.16
51,20220814 08,27.2,,1.1,93.0,0.3,0.45,병원,2420.64
51,20220814 09,28.8,,1.4,85.0,0.8,1.36,병원,2495.52
51,20220814 10,30.7,,1.3,77.0,0.9,1.89,병원,2556.0
51,20220814 11,31.9,,4.4,69.0,0.5,2.03,병원,2647.44
51,20220814 12,32.1,,3.2,68.0,0.0,1.5,병원,2762.64
51,20220814 13,34.0,,2.7,64.0,0.2,1.66,병원,2871.0
51,20220814 14,33.3,,3.9,62.0,0.4,1.85,병원,2828.16
51,20220814 15,34.2,,3.0,60.0,0.1,1.21,병원,2768.04
51,20220814 16,34.4,,2.7,60.0,0.3,1.3,병원,2749.32
51,20220814 17,33.5,,3.0,65.0,0.6,1.14,병원,2680.92
51,20220814 18,32.9,,2.3,68.0,0.0,0.37,병원,2623.68
51,20220814 19,31.2,,1.6,75.0,0.0,0.15,병원,2530.44
51,20220814 20,30.8,,1.1,76.0,0.0,0.0,병원,2511.72
